Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Payment Method Variant,Modification Merchant Reference,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Merchant Order Reference,Store
CrewClothing,CrewClothingPOS,MF7WFFXQCHVJFXB2,2023-09-11 13:41:45,visa,2023-09-11 13:42:43,BST,Settled,V7XDWVFH2N2J8HH2,GBP,,42.00,1,GBP,,41.84,,0.07,0.01,0.08,visastandarddebit,<auto>,576,,,,,,,,,133
CrewClothing,CrewClothingPOS,ZBM8NDCR3SS3CH52,229A0139677,mc,2023-09-11 13:42:46,BST,Settled,JGSDQ7BXXH7NT6G2,GBP,,16.80,1,GBP,,16.71,,0.03,0.01,0.05,mcstandardcredit,<auto>,576,,,,,,,,,229
CrewClothing,CrewClothingPOS,FMHSBF9L4WJPV832,193A0155865,visa,2023-09-11 13:43:03,BST,Settled,QL47TGZGFR7CC462,GBP,,31.50,1,GBP,,31.38,,0.05,0.01,0.06,visastandarddebit,<auto>,576,,,,,,,,,193
CrewClothing,CrewClothingPOS,J8CXWHCTSX65Q4C2,616A0140195,visa,2023-09-11 13:43:03,BST,Settled,KQ47TGZGFR7CC462,GBP,,50.00,1,GBP,,49.80,,0.08,0.02,0.10,visastandarddebit,<auto>,576,,,,,,,,,616
CrewClothing,CrewClothingPOS,ZK8SWGV7G3VMPPG2,625A0116199,mc,2023-09-11 13:43:13,BST,Settled,SLKBX7BXXH7NT6G2,GBP,,42.00,1,GBP,,41.78,,0.07,0.02,0.13,mcstandardcredit,<auto>,576,,,,,,,,,625
CrewClothing,CrewClothingPOS,W6FMHH6DSSQ29C32,178A0118956,mc,2023-09-11 13:43:13,BST,Settled,DVKBX7BXXH7NT6G2,GBP,,59.00,1,GBP,,58.70,,0.09,0.03,0.18,mcpremiumcredit,<auto>,576,,,,,,,,,178
CrewClothing,CrewClothingPOS,CHFW94JSP66J8C52,113A0202502,visa,2023-09-11 13:43:29,BST,Settled,PGR43HZGFR7CC462,GBP,,49.00,1,GBP,,48.80,,0.08,0.02,0.10,visastandarddebit,<auto>,576,,,,,,,,,113
CrewClothing,CrewClothingPOS,X99JZKLJ98QHBFG2,633A0105213,visa,2023-09-11 13:43:30,BST,Settled,QG27HNPTFWVFZP72,GBP,,104.00,1,GBP,,103.59,,0.17,0.03,0.21,visastandarddebit,<auto>,576,,,,,,,,,633
CrewClothing,CrewClothingPOS,HMBHVD57PV53CH52,221A0149560,visa,2023-09-11 13:43:31,BST,Settled,G3RPL9TCM29WTRG2,GBP,,12.00,1,GBP,,11.95,,0.02,0.01,0.02,visastandarddebit,<auto>,576,,,,,,,,,221
CrewClothing,CrewClothingPOS,GKXBCWLCB6XFX632,2023-09-11 13:42:49,mc,2023-09-11 13:43:45,BST,Settled,W9TLLNPTFWVFZP72,GBP,,29.00,1,GBP,,28.87,,0.05,0.02,0.06,mcstandarddebit,<auto>,576,,,,,,,,,154
CrewClothing,CrewClothingPOS,LPQ69NVBH3699VB2,161A0120341,mc,2023-09-11 13:44:42,BST,Settled,MLRFNDCQRXVH6XG2,GBP,,240.00,1,GBP,,238.81,,0.38,0.09,0.72,mcpremiumcredit,<auto>,576,,,,,,,,,161
CrewClothing,CrewClothingPOS,XJHDNH2ZDSCDPK52,235A0106032,visa,2023-09-11 13:45:00,BST,Settled,BGGRDD3ZG6RTJ482,GBP,,29.00,1,GBP,,28.88,,0.05,0.01,0.06,visastandarddebit,<auto>,576,,,,,,,,,235
CrewClothing,CrewClothingPOS,GCMQF8C2ZB9Z2C32,626A0124379,mc,2023-09-11 13:45:11,BST,Settled,QP3VGJW9GVWXVT32,GBP,,99.00,1,GBP,,98.60,,0.16,0.04,0.20,mcstandarddebit,<auto>,576,,,,,,,,,626
CrewClothing,CrewClothingPOS,R3MWT98R62TMWPG2,222A0137364,mc,2023-09-11 13:45:52,BST,Settled,KJGLKQHWV3RRDKH2,GBP,,99.50,1,GBP,,99.00,,0.16,0.04,0.30,mcpremiumcredit,<auto>,576,,,,,,,,,222
CrewClothing,CrewClothingPOS,ZL2S5LLHD4TSF232,187A0126903,visa,2023-09-11 13:46:05,BST,Settled,HGHKSVV2GZ8TJ482,GBP,,45.00,1,GBP,,44.82,,0.07,0.02,0.09,visastandarddebit,<auto>,576,,,,,,,,,187
CrewClothing,CrewClothingPOS,F86CK5N6MXVHBFG2,131A0119083,mc,2023-09-11 13:46:36,BST,Settled,CMZZX4JRFC8X3SG2,GBP,,12.00,1,GBP,,11.95,,0.02,0.01,0.02,mcstandarddebit,<auto>,576,,,,,,,,,131
CrewClothing,CrewClothingPOS,B3FRZN768HSFQ632,617A0119154,mc,2023-09-11 13:46:46,BST,Settled,FKG5VZN6JWDMM6G2,GBP,,64.00,1,GBP,,63.68,,0.10,0.03,0.19,mcsuperpremiumcredit,<auto>,576,,,,,,,,,617
CrewClothing,CrewClothingPOS,HWJ3VLLJP27PXPB2,617A0119155,mc,2023-09-11 13:46:46,BST,Settled,DX53P9BXXH7NT6G2,GBP,,29.00,1,GBP,,28.87,,0.05,0.02,0.06,mcstandarddebit,<auto>,576,,,,,,,,,617
CrewClothing,CrewClothingPOS,VF5HGC8SN8HBFF32,182A0156054,visa,2023-09-11 13:47:01,BST,Settled,FVB23K9MDT3TLKH2,GBP,,26.60,1,GBP,,26.50,,0.04,0.01,0.05,visastandarddebit,<auto>,576,,,,,,,,,182
CrewClothing,CrewClothingPOS,QNVRZ5FJ2QSH8C52,604A0143720,mc,2023-09-11 13:47:01,BST,Settled,J7DRBCTCM29WTRG2,GBP,,43.50,1,GBP,,43.28,,0.07,0.02,0.13,mcpremiumcredit,<auto>,576,,,,,,,,,604
CrewClothing,CrewClothingPOS,XZBZG7XXSRB99VB2,213A0117262,mc,2023-09-11 13:47:09,BST,Settled,BLWC32P6JWDMM6G2,GBP,,58.00,1,GBP,,57.76,,0.09,0.03,0.12,mcsuperpremiumdebit,<auto>,576,,,,,,,,,213
CrewClothing,CrewClothingPOS,DNJFQKKDVWH97F32,113A0202503,visa,2023-09-11 13:47:17,BST,Settled,P5GS5ZFH2N2J8HH2,GBP,,107.40,1,GBP,,106.99,,0.17,0.03,0.21,visastandarddebit,<auto>,576,,,,,,,,,113
CrewClothing,CrewClothingPOS,MJMM85DFJKHXZP52,151A0160446,visa,2023-09-11 13:47:27,BST,Settled,PZF69K9MDT3TLKH2,GBP,,33.60,1,GBP,,33.47,,0.05,0.01,0.07,visastandarddebit,<auto>,576,,,,,,,,,151
CrewClothing,CrewClothingPOS,R6LRC5HP72TXZP52,235A0106033,mc,2023-09-11 13:47:34,BST,Settled,HDCZ3BBXXH7NT6G2,GBP,,45.00,1,GBP,,44.77,,0.07,0.02,0.14,mcpremiumcredit,<auto>,576,,,,,,,,,235
CrewClothing,CrewClothingPOS,D88JC7387BBFQ632,626A0124380,visa,2023-09-11 13:47:38,BST,Settled,RV7LBZFH2N2J8HH2,GBP,,59.40,1,GBP,,59.16,,0.10,0.02,0.12,visastandarddebit,<auto>,576,,,,,,,,,626
CrewClothing,CrewClothingPOS,M2898C7PXNFNTM52,236A0108890,visa,2023-09-11 13:47:42,BST,Settled,SFHNPF3ZG6RTJ482,GBP,,69.00,1,GBP,,68.73,,0.11,0.02,0.14,visastandarddebit,<auto>,576,,,,,,,,,236
CrewClothing,CrewClothingPOS,F2GBWB8R62TMWPG2,225A0136503,visa,2023-09-11 13:47:55,BST,Settled,RLPLKRHWV3RRDKH2,GBP,,119.00,1,GBP,,118.54,,0.19,0.03,0.24,visastandarddebit,<auto>,576,,,,,,,,,225
CrewClothing,CrewClothingPOS,TWSNNP768HSFQ632,136A0119916,mc,2023-09-11 13:48:02,BST,Settled,P6P7H2P6JWDMM6G2,GBP,,90.00,1,GBP,,89.64,,0.14,0.04,0.18,mcstandarddebit,<auto>,576,,,,,,,,,136
CrewClothing,CrewClothingPOS,GM7WR24MQJJDPK52,179A0122663,mc,2023-09-11 13:48:11,BST,Settled,PRGX6QXH8KPJDXG2,GBP,,129.00,1,GBP,,128.48,,0.21,0.05,0.26,mcstandarddebit,<auto>,576,,,,,,,,,179
CrewClothing,CrewClothingPOS,RJG6W7G9LCFJ7XB2,161A0120342,visa,2023-09-11 13:48:14,BST,Settled,LVBF7QXH8KPJDXG2,GBP,,36.00,1,GBP,,35.86,,0.06,0.01,0.07,visastandarddebit,<auto>,576,,,,,,,,,161
CrewClothing,CrewClothingPOS,VJ6Q9LG47H697F32,148A0127079,visa,2023-09-11 13:48:22,BST,Settled,CWFRWWV2GZ8TJ482,GBP,,35.00,1,GBP,,34.86,,0.06,0.01,0.07,visastandarddebit,<auto>,576,,,,,,,,,148
CrewClothing,CrewClothingPOS,RCSSGHR9CCGGX632,236A0108891,mc,2023-09-11 13:48:29,BST,Refunded,Z8G5JGCQRXVH6XG2,GBP,71.20,,1,GBP,71.20,,,,,,mcpremiumcredit,236A0108891,576,,,,,,,,,236
CrewClothing,CrewClothingPOS,T9C3WCZQ8GDNQPB2,625A0116200,mc,2023-09-11 13:48:38,BST,Settled,W3KMR2P6JWDMM6G2,GBP,,102.24,1,GBP,,101.73,,0.16,0.04,0.31,mcpremiumcredit,<auto>,576,,,,,,,,,625
CrewClothing,CrewClothingPOS,QX3JGLG47H697F32,617A0119156,mc,2023-09-11 13:48:50,BST,Settled,DSM52SHWV3RRDKH2,GBP,,44.00,1,GBP,,43.78,,0.07,0.02,0.13,mcstandardcredit,<auto>,576,,,,,,,,,617
CrewClothing,CrewClothingPOS,RPMHZ5VP4QNTF232,192A0152048,mc,2023-09-11 13:49:21,BST,Settled,ZKNCXBBXXH7NT6G2,GBP,,19.80,1,GBP,,19.70,,0.03,0.01,0.06,mcsuperpremiumcredit,<auto>,576,,,,,,,,,192
CrewClothing,CrewClothingPOS,K75SR69R3ZBR8HG2,187A0126904,visa,2023-09-11 13:49:29,BST,Settled,TX35ZKZGFR7CC462,GBP,,40.00,1,GBP,,39.85,,0.06,0.01,0.08,visastandarddebit,<auto>,576,,,,,,,,,187
CrewClothing,CrewClothingPOS,GFCK8NBR6TBXZP52,136A0119917,mc,2023-09-11 13:49:30,BST,Settled,DKFMD6JRFC8X3SG2,GBP,,30.00,1,GBP,,29.84,,0.05,0.02,0.09,mcpremiumcredit,<auto>,576,,,,,,,,,136
CrewClothing,CrewClothingPOS,BBDVMC7PXNFNTM52,2023-09-11 13:47:39,visa,2023-09-11 13:49:34,BST,Settled,GLW6MG3ZG6RTJ482,GBP,,29.00,1,GBP,,28.88,,0.05,0.01,0.06,visastandarddebit,<auto>,576,,,,,,,,,116
CrewClothing,CrewClothingPOS,BWFTK7D3RFNR8HG2,2023-09-11 13:48:34,mc,2023-09-11 13:49:41,BST,Settled,JWFW4CBXXH7NT6G2,GBP,,67.00,1,GBP,,66.73,,0.11,0.03,0.13,mcsuperpremiumdebit,<auto>,576,,,,,,,,,103
CrewClothing,CrewClothingPOS,B32KXS65945TK2C2,626A0124381,visa,2023-09-11 13:49:47,BST,Settled,X59WPG3ZG6RTJ482,GBP,,50.49,1,GBP,,50.29,,0.08,0.02,0.10,visastandarddebit,<auto>,576,,,,,,,,,626
CrewClothing,CrewClothingPOS,HTVCZ4M28NN97F32,2023-09-11 13:48:40,visa,2023-09-11 13:49:48,BST,Settled,DXR9FL9MDT3TLKH2,GBP,,67.00,1,GBP,,66.74,,0.11,0.02,0.13,visastandarddebit,<auto>,576,,,,,,,,,625
CrewClothing,CrewClothingPOS,C7ZPFQZKTK5FQ632,633A0105213,visa,2023-09-11 13:49:49,BST,Settled,BQN2PDTCM29WTRG2,GBP,,104.00,1,GBP,,103.59,,0.17,0.03,0.21,visastandarddebit,<auto>,576,,,,,,,,,633
CrewClothing,CrewClothingPOS,M34S53FFRBSRC2C2,177A0117481,visa,2023-09-11 13:49:58,BST,Settled,GW6MKSHWV3RRDKH2,GBP,,15.00,1,GBP,,14.79,,0.02,0.16,0.03,visasuperpremiumdebit,<auto>,576,,,,,,,,,177
CrewClothing,CrewClothingPOS,WCZT644MQJJDPK52,113A0202504,mc,2023-09-11 13:50:17,BST,Settled,H53QDHCQRXVH6XG2,GBP,,42.00,1,GBP,,41.83,,0.07,0.02,0.08,mcstandarddebit,<auto>,576,,,,,,,,,113
CrewClothing,CrewClothingPOS,QJVFRDZQ8GDNQPB2,229A0139678,mc,2023-09-11 13:50:19,BST,Settled,M2MKFCBXXH7NT6G2,GBP,,58.40,1,GBP,,58.16,,0.09,0.03,0.12,mcstandarddebit,<auto>,576,,,,,,,,,229
CrewClothing,CrewClothingPOS,NGX9TDVGKZ2NQPB2,626A0124382,visa,2023-09-11 13:50:23,BST,Settled,H8S8PL9MDT3TLKH2,GBP,,42.00,1,GBP,,41.84,,0.07,0.01,0.08,visastandarddebit,<auto>,576,,,,,,,,,626
CrewClothing,CrewClothingPOS,MNTWVVQM3ZNWRP52,636A0000002,visa,2023-09-11 13:50:35,BST,Settled,F6T35H3ZG6RTJ482,GBP,,1.00,1,GBP,,0.99,,,0.01,,visastandarddebit,<auto>,576,,,,,,,,,636
CrewClothing,CrewClothingPOS,MGZMG4ZB347DPK52,183A0160000,visa,2023-09-11 13:50:46,BST,Settled,WT7CNB39H8TJGHH2,GBP,,35.00,1,GBP,,34.86,,0.06,0.01,0.07,visastandarddebit,<auto>,576,,,,,,,,,183
CrewClothing,CrewClothingPOS,JSV6C9TN5CZ89VB2,2023-09-11 13:49:47,visa,2023-09-11 13:51:06,BST,Refunded,RPG7RLZGFR7CC462,GBP,2.00,,1,GBP,2.00,,,,,,visapremiumdebit,2023-09-11 13:49:47,576,,,,,,,,,187
CrewClothing,CrewClothingPOS,ZGJB7MMKTSRMMM52,129A0111016,mc,2023-09-11 13:51:21,BST,Settled,WS7BWHCQRXVH6XG2,GBP,,30.00,1,GBP,,29.84,,0.05,0.02,0.09,mcsuperpremiumcredit,<auto>,576,,,,,,,,,129
CrewClothing,CrewClothingPOS,ND9PNDC3VG6NWPG2,634A0001262,mc,2023-09-11 13:51:25,BST,Settled,L7NLB7JRFC8X3SG2,GBP,,59.00,1,GBP,,58.70,,0.09,0.03,0.18,mcstandardcredit,<auto>,576,,,,,,,,,634
CrewClothing,CrewClothingPOS,DZVL5TR3V22Q4932,625A0116202,visa,2023-09-11 13:51:26,BST,Refunded,ZGDTCSPTFWVFZP72,GBP,65.00,,1,GBP,65.00,,,,,,visastandarddebit,625A0116202,576,,,,,,,,,625
CrewClothing,CrewClothingPOS,F59QDR768HSFQ632,190A0125571,mc,2023-09-11 13:51:31,BST,Settled,N4XXZCBXXH7NT6G2,GBP,,71.00,1,GBP,,70.72,,0.11,0.03,0.14,mcstandarddebit,<auto>,576,,,,,,,,,190
CrewClothing,CrewClothingPOS,CC4ZQSXJJDM4KH52,116A0113319,mc,2023-09-11 13:51:32,BST,Settled,GQC72DBXXH7NT6G2,GBP,,50.00,1,GBP,,49.80,,0.08,0.02,0.10,mcstandarddebit,<auto>,576,,,,,,,,,116
CrewClothing,CrewClothingPOS,Z42SQST8TW94KH52,625A0116201,visa,2023-09-11 13:51:46,BST,Settled,TP76DM9MDT3TLKH2,GBP,,32.40,1,GBP,,32.28,,0.05,0.01,0.06,visapremiumdebit,<auto>,576,,,,,,,,,625
CrewClothing,CrewClothingPOS,R6J4345PDNDKFXB2,236A0108892,mc,2023-09-11 13:52:02,BST,Settled,GJQ29DBXXH7NT6G2,GBP,,86.00,1,GBP,,85.65,,0.14,0.04,0.17,mcstandarddebit,<auto>,576,,,,,,,,,236
CrewClothing,CrewClothingPOS,CLPCHMV7G3VMPPG2,189A0176209,mc,2023-09-11 13:52:54,BST,Settled,QNWMNDBXXH7NT6G2,GBP,,17.64,1,GBP,,17.55,,0.03,0.01,0.05,mcpremiumcredit,<auto>,576,,,,,,,,,189
CrewClothing,CrewClothingPOS,JCJ4NPS3RZHTF232,216A0118312,visa,2023-09-11 13:52:56,BST,Settled,LRXPNJCQRXVH6XG2,GBP,,59.00,1,GBP,,58.77,,0.09,0.02,0.12,visastandarddebit,<auto>,576,,,,,,,,,216
CrewClothing,CrewClothingPOS,PRXNHB8P7GQH7XB2,617A0119157,mc,2023-09-11 13:52:56,BST,Settled,Q5P4Z9JSVK3VQ482,GBP,,27.20,1,GBP,,27.06,,0.04,0.02,0.08,mcpremiumcredit,<auto>,576,,,,,,,,,617
CrewClothing,CrewClothingPOS,D7QJ3QF3V9NXZP52,113A0202505,mc,2023-09-11 13:53:08,BST,Settled,M6PNRJCQRXVH6XG2,GBP,,18.00,1,GBP,,17.92,,0.03,0.01,0.04,mcstandarddebit,<auto>,576,,,,,,,,,113
CrewClothing,CrewClothingPOS,DCR33Z5PTSFH4FG2,172A0114637,visa,2023-09-11 13:53:09,BST,Settled,GTNLLSXH8KPJDXG2,GBP,,35.10,1,GBP,,34.96,,0.06,0.01,0.07,visastandarddebit,<auto>,576,,,,,,,,,172
CrewClothing,CrewClothingPOS,LDGCKZV29LCH2C52,182A0156055,visa,2023-09-11 13:53:39,BST,Settled,V87ZLJ3ZG6RTJ482,GBP,,12.60,1,GBP,,12.53,,0.02,0.01,0.04,visapremiumcredit,<auto>,576,,,,,,,,,182
CrewClothing,CrewClothingPOS,F2D47PCTSX65Q4C2,214A0117238,visa,2023-09-11 13:53:40,BST,Settled,Z34W9N9MDT3TLKH2,GBP,,39.00,1,GBP,,38.85,,0.06,0.01,0.08,visastandarddebit,<auto>,576,,,,,,,,,214
CrewClothing,CrewClothingPOS,N3TW52GT7LBVM232,231A0118620,mc,2023-09-11 13:54:12,BST,Settled,R3V8BKCQRXVH6XG2,GBP,,64.80,1,GBP,,64.48,,0.10,0.03,0.19,mcstandardcredit,<auto>,576,,,,,,,,,231
CrewClothing,CrewClothingPOS,HFZK5FGBNRLZ2C32,228A0119633,visa,2023-09-11 13:54:21,BST,Settled,GTSGMN9MDT3TLKH2,GBP,,89.00,1,GBP,,88.66,,0.14,0.02,0.18,visastandarddebit,<auto>,576,,,,,,,,,228
CrewClothing,CrewClothingPOS,PKQNSP8K5JT4Q4C2,162A0128836,visa,2023-09-11 13:55:12,BST,Settled,MCFB7VPTFWVFZP72,GBP,,124.40,1,GBP,,123.79,,0.20,0.04,0.37,visapremiumcredit,<auto>,576,,,,,,,,,162
CrewClothing,CrewClothingPOS,T45Z5T4VJ2HFQ632,227A0115925,visa,2023-09-11 13:55:16,BST,Settled,WN46SNZGFR7CC462,GBP,,20.00,1,GBP,,19.92,,0.03,0.01,0.04,visastandarddebit,<auto>,576,,,,,,,,,227
CrewClothing,CrewClothingPOS,D6SG3FF7X7KCHK52,222A0137365,visa,2023-09-11 13:55:42,BST,Settled,T5PZLK3ZG6RTJ482,GBP,,88.60,1,GBP,,88.16,,0.14,0.03,0.27,visapremiumcredit,<auto>,576,,,,,,,,,222
CrewClothing,CrewClothingPOS,QPVQ6SS4N5FJBFG2,183A0160001,mc,2023-09-11 13:55:57,BST,Settled,GV4FC6P6JWDMM6G2,GBP,,39.00,1,GBP,,38.80,,0.06,0.02,0.12,mcpremiumcredit,<auto>,576,,,,,,,,,183
CrewClothing,CrewClothingPOS,T2999KD7VT5VM232,198A0115805,visa,2023-09-11 13:56:33,BST,Settled,JQQNFPZGFR7CC462,GBP,,40.00,1,GBP,,39.85,,0.06,0.01,0.08,visastandarddebit,<auto>,576,,,,,,,,,198
CrewClothing,CrewClothingPOS,SLG7DGGBNRLZ2C32,151A0160447,visa,2023-09-11 13:56:50,BST,Settled,HHGH6L3ZG6RTJ482,GBP,,38.50,1,GBP,,38.35,,0.06,0.01,0.08,visastandarddebit,<auto>,576,,,,,,,,,151
CrewClothing,CrewClothingPOS,SZNBMDCZVV3J7XB2,121A0118163,visa,2023-09-11 13:57:08,BST,Settled,MZGX4BJRFC8X3SG2,GBP,,53.00,1,GBP,,52.79,,0.08,0.02,0.11,visastandarddebit,<auto>,576,,,,,,,,,121
CrewClothing,CrewClothingPOS,KJ7N39QBW42B7F32,634A0001263,mc,2023-09-11 13:57:51,BST,Settled,QM8J4HBXXH7NT6G2,GBP,,80.00,1,GBP,,79.60,,0.13,0.03,0.24,mcpremiumcredit,<auto>,576,,,,,,,,,634
CrewClothing,CrewClothingPOS,GN7VKWQX5HX3KH52,105A0114090,mc,2023-09-11 13:57:55,BST,Settled,RZ3VNQW9GVWXVT32,GBP,,85.00,1,GBP,,84.66,,0.14,0.03,0.17,mcstandarddebit,<auto>,576,,,,,,,,,105
CrewClothing,CrewClothingPOS,P2WQLHTC3TP4J4C2,173A0127323,mc,2023-09-11 13:58:03,BST,Refunded,FGXBD7P6JWDMM6G2,GBP,65.00,,1,GBP,65.00,,,,,,mcstandarddebit,173A0127323,576,,,,,,,,,173
CrewClothing,CrewClothingPOS,NRLXS48WNQ683VB2,620A0118694,mc,2023-09-11 13:58:41,BST,Settled,ZRJGQQ9MDT3TLKH2,GBP,,23.75,1,GBP,,23.63,,0.04,0.01,0.07,mcpremiumcredit,<auto>,576,,,,,,,,,620
CrewClothing,CrewClothingPOS,CPH92Q2ZDSCDPK52,228A0119634,visa,2023-09-11 13:58:42,BST,Settled,L2FWQQ9MDT3TLKH2,GBP,,22.00,1,GBP,,21.91,,0.04,0.01,0.04,visastandarddebit,<auto>,576,,,,,,,,,228
CrewClothing,CrewClothingPOS,GKR7JK43J49H4FG2,625A0116203,visa,2023-09-11 13:58:47,BST,Settled,KT5W4M3ZG6RTJ482,GBP,,15.40,1,GBP,,15.34,,0.02,0.01,0.03,visastandarddebit,<auto>,576,,,,,,,,,625
CrewClothing,CrewClothingPOS,W3G482FP77CNWPG2,151A0160448,visa,2023-09-11 13:58:50,BST,Settled,ZTTS5M3ZG6RTJ482,GBP,,40.00,1,GBP,,39.85,,0.06,0.01,0.08,visastandarddebit,<auto>,576,,,,,,,,,151
CrewClothing,CrewClothingPOS,BX5HLJC3VG6NWPG2,148A0127080,mc,2023-09-11 13:59:41,BST,Settled,TMV277GH2N2J8HH2,GBP,,22.00,1,GBP,,21.91,,0.04,0.01,0.04,mcstandarddebit,<auto>,576,,,,,,,,,148
CrewClothing,CrewClothingPOS,JRZVX8LWH4MMMM52,116A0113320,mc,2023-09-11 13:59:55,BST,Settled,FJZN3RZGFR7CC462,GBP,,79.20,1,GBP,,78.80,,0.13,0.03,0.24,mcsuperpremiumcredit,<auto>,576,,,,,,,,,116
CrewClothing,CrewClothingPOS,W9MRQQ2ZDSCDPK52,236A0108893,visa,2023-09-11 13:59:58,BST,Settled,DF9D4RZGFR7CC462,GBP,,65.00,1,GBP,,64.30,,0.10,0.40,0.20,visapremiumcredit,<auto>,576,,,,,,,,,236
CrewClothing,CrewClothingPOS,WKWP6VKG3WBJ8C52,163A0119209,mc,2023-09-11 14:00:11,BST,Settled,D9WR7NCQRXVH6XG2,GBP,,30.60,1,GBP,,30.44,,0.05,0.02,0.09,mcsuperpremiumcredit,<auto>,576,,,,,,,,,163
CrewClothing,CrewClothingPOS,DD3NLDM4FMHJ8C52,612A0109904,mc,2023-09-11 14:00:11,BST,Settled,JVCF8JBXXH7NT6G2,GBP,,70.00,1,GBP,,69.72,,0.11,0.03,0.14,mcstandarddebit,<auto>,576,,,,,,,,,612
CrewClothing,CrewClothingPOS,RNN82LC4DPSBFF32,221A0149562,mc,2023-09-11 14:00:12,BST,Settled,CT4F8JBXXH7NT6G2,GBP,,50.00,1,GBP,,49.75,,0.08,0.02,0.15,mcsuperpremiumcredit,<auto>,576,,,,,,,,,221
CrewClothing,CrewClothingPOS,DBCLQKPZP8JWRP52,220A0128127,visa,2023-09-11 14:00:28,BST,Refunded,Q5LNDH39H8TJGHH2,GBP,29.40,,1,GBP,29.40,,,,,,visapremiumcredit,220A0128127,576,,,,,,,,,220
CrewClothing,CrewClothingPOS,QP6B2Q9L4WJPV832,196A0120886,visa,2023-09-11 14:00:35,BST,Refunded,L23JZM3ZG6RTJ482,GBP,29.00,,1,GBP,29.00,,,,,,visapremiumcredit,196A0120886,576,,,,,,,,,196
CrewClothing,CrewClothingPOS,GPK6PTLJP27PXPB2,216A0118313,mc,2023-09-11 14:00:39,BST,Settled,RPRTM8P6JWDMM6G2,GBP,,133.00,1,GBP,,132.34,,0.21,0.05,0.40,mcpremiumcredit,<auto>,576,,,,,,,,,216
CrewClothing,CrewClothingPOS,PSNX7F9R3ZBR8HG2,189A0176210,visa,2023-09-11 14:01:27,BST,Settled,BDPH4S9MDT3TLKH2,GBP,,27.00,1,GBP,,26.90,,0.04,0.01,0.05,visastandarddebit,<auto>,576,,,,,,,,,189
CrewClothing,CrewClothingPOS,KDRBKL8SN8HBFF32,177A0117482,visa,2023-09-11 14:01:28,BST,Settled,LP4NSRZGFR7CC462,GBP,,32.00,1,GBP,,31.88,,0.05,0.01,0.06,visastandarddebit,<auto>,576,,,,,,,,,177
CrewClothing,CrewClothingPOS,RB435V7HHDZWZP52,151A0160449,mc,2023-09-11 14:01:47,BST,Settled,G5C3BGJSVK3VQ482,GBP,,65.78,1,GBP,,65.44,,0.11,0.03,0.20,mcpremiumcredit,<auto>,576,,,,,,,,,151
CrewClothing,CrewClothingPOS,MX92NQDVRCVPV832,171A0116500,mc,2023-09-11 14:01:56,BST,Refunded,C6RD99P6JWDMM6G2,GBP,68.41,,1,GBP,68.41,,,,,,mcfleetcredit,171A0116500,576,,,,,,,,,171
CrewClothing,CrewClothingPOS,V92SSLC4DPSBFF32,222A0137367,mc,2023-09-11 14:01:57,BST,Settled,XLRD99P6JWDMM6G2,GBP,,35.00,1,GBP,,34.85,,0.06,0.02,0.07,mcstandarddebit,<auto>,576,,,,,,,,,222
CrewClothing,CrewClothingPOS,L9JH3BTK4CPMPPG2,216A0118314,mc,2023-09-11 14:02:03,BST,Settled,QSQJ5PCQRXVH6XG2,GBP,,75.00,1,GBP,,74.70,,0.12,0.03,0.15,mcstandarddebit,<auto>,576,,,,,,,,,216
CrewClothing,CrewClothingPOS,ZTLZHDHP72TXZP52,179A0122664,mc,2023-09-11 14:02:18,BST,Settled,LDV6G9P6JWDMM6G2,GBP,,27.00,1,GBP,,26.89,,0.04,0.02,0.05,mcstandarddebit,<auto>,576,,,,,,,,,179
CrewClothing,CrewClothingPOS,L7FB6NHHKBHVM232,606A0119866,mc,2023-09-11 14:02:23,BST,Settled,MXWGBKBXXH7NT6G2,GBP,,17.60,1,GBP,,17.52,,0.03,0.01,0.04,mcstandarddebit,<auto>,576,,,,,,,,,606
CrewClothing,CrewClothingPOS,HH6LQFJSP66J8C52,236A0108894,visa,2023-09-11 14:02:30,BST,Settled,PDXZBSZGFR7CC462,GBP,,108.30,1,GBP,,107.88,,0.17,0.03,0.22,visastandarddebit,<auto>,576,,,,,,,,,236
CrewClothing,CrewClothingPOS,MB25F3BFXJGTK2C2,613A0124689,mc,2023-09-11 14:02:36,BST,Settled,PSG7FKBXXH7NT6G2,GBP,,33.00,1,GBP,,32.86,,0.05,0.02,0.07,mcstandarddebit,<auto>,576,,,,,,,,,613
CrewClothing,CrewClothingPOS,H6LTDCM28NN97F32,113A0202506,visa,2023-09-11 14:02:55,BST,Settled,B25PJSZGFR7CC462,GBP,,115.60,1,GBP,,115.04,,0.18,0.03,0.35,visapremiumcredit,<auto>,576,,,,,,,,,113
CrewClothing,CrewClothingPOS,ZC3ZS4FP77CNWPG2,2023-09-11 14:02:47,visa,2023-09-11 14:04:01,BST,Settled,GP2Q3TZGFR7CC462,GBP,,50.00,1,GBP,,49.80,,0.08,0.02,0.10,visastandarddebit,<auto>,576,,,,,,,,,618
